@_address,provider_id,geocode_flag,geocode_accuracy,geocoded_column,lat,lng,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,hospital_overall_rating_footnote,mortality_national_comparison,mortality_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,readmission_national_comparison,readmission_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote
https://data.medicare.gov/resource/xubh-q36u/row-ak6k-74t4-rjik,281310,0,,POINT (-102.347573 41.412485),41.412485,-102.347573,REGIONAL WEST GARDEN COUNTY HOSPITAL,1100 WEST 2ND ST,OSHKOSH,NE,69154,GARDEN,(308) 772-3283,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-p5sz.djrg.x3gh,171352,0,,POINT (-100.53925 39.816212),39.816212,-100.53925,DECATUR COUNTY HOSPITAL,810 W  COLUMBIA STREET,OBERLIN,KS,67749,DECATUR,(785) 475-2208,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-u4qf-rfm9~rrk4,114035,0,,POINT (-84.39032 33.581378),33.581378,-84.39032,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,223 MEDICAL CENTER DRIVE,RIVERDALE,GA,30274,CLAYTON,(770) 991-8500,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-fsgt~f6fy~f5qx,111327,0,,POINT (-82.459687 31.53911),31.53911,-82.459687,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,BACON,(912) 632-8961,Critical Access Hospitals,Voluntary non-profit - Other,true,3,,Same as the national average,,Not Available,16,Below the national average,,Above the national average,,Not Available,5,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-xx67-s2aj_ub5i,230024,0,,POINT (-83.181471 42.420102),42.420102,-83.181471,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,WAYNE,(313) 966-3300,Acute Care Hospitals,Proprietary,true,1,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-i7id~teiz~7sty,230053,0,,POINT (-83.084592 42.366114),42.366114,-83.084592,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,WAYNE,(313) 916-2600,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-gncy-h9nz~ydxn,45070F,0,,POINT (-97.775132 31.130337),31.130337,-97.775132,Darnall AMC (FT Hood),36000 Darnall Loop,Fort Hood,TX,76544,BELL,(254) 288-8000,Acute Care - Department of Defense,Department of Defense,true,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22,Not Available,22
https://data.medicare.gov/resource/xubh-q36u/row-esnm_pmpi~hgpj,310050,0,,POINT (-74.464479 40.894376),40.894376,-74.464479,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,25 POCONO ROAD,DENVILLE,NJ,07834,MORRIS,(973) 983-5569,Acute Care Hospitals,Proprietary,true,5,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-by64~txfx~5j23,400048,1,GEOMETRIC_CENTER,,17.9739992,-66.1065029,HOSPITAL MENONITA GUAYAMA,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,PR,00785,GUAYANILLA,(787) 864-4300,Acute Care Hospitals,Voluntary non-profit - Church,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Below the national average,,Below the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-d3a2-awra.pykq,450152,0,,POINT (-97.799519 31.11335),31.11335,-97.799519,ADVENTHEALTH CENTRAL TEXAS,2201 S CLEAR CREEK ROAD,KILLEEN,TX,76542,BELL,(254) 526-7523,Acute Care Hospitals,Voluntary non-profit - Church,true,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-4zsd_c7iy.v8vj,340010,0,,POINT (-77.953342 35.400831),35.400831,-77.953342,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,WAYNE,(919) 736-1110,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-ygxw-c3bh-9y5d,061325,1,ROOFTOP,,40.0470026,-107.8822968,PIONEERS MEDICAL CENTER,100 PIONEERS MEDICAL CENTER DR,MEEKER,CO,81641,RIO BLANCO,(970) 878-5047,Critical Access Hospitals,Government - Hospital District or Authority,true,Not Available,16,Not Available,5,Not Available,5,Not Available,5,Not Available,16,Not Available,16,Not Available,16,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-yps7.f8sy.qcuw,390225,0,,POINT (-76.184268 40.186866),40.186866,-76.184268,WELLSPAN EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,PA,17522,LANCASTER,(717) 733-0311,Acute Care Hospitals,Voluntary non-profit - Other,true,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-av88-hrcn-mm8c,450203,0,,POINT (-97.785369 32.747472),32.747472,-97.785369,MEDICAL CITY WEATHERFORD,713 E ANDERSON ST,WEATHERFORD,TX,76086,PARKER,(817) 599-1190,Acute Care Hospitals,Proprietary,true,3,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-pss9.j9tk_v6xd,230142,0,,POINT (-83.365625 42.274275),42.274275,-83.365625,BEAUMONT HOSPITAL - WAYNE,33155 ANNAPOLIS AVE,WAYNE,MI,48184,WAYNE,(734) 467-4175,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-727e.rn52.9kni,020017,0,,POINT (-149.827379 61.20979),61.20979,-149.827379,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,(907) 276-1131,Acute Care Hospitals,Proprietary,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-3gmb~kzum~86xp,230121,0,,POINT (-84.182076 43.005075),43.005075,-84.182076,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,SHIAWASSEE,(989) 723-5211,Acute Care Hospitals,Voluntary non-profit - Other,false,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-4k9b_taaw_pmup,301303,0,,POINT (-71.554156 44.48699),44.48699,-71.554156,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,03584,COOS,(603) 788-4911,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Not Available,5,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7mz2-5nvv~qdtb,194106,0,,POINT (-92.481496 31.251902),31.251902,-92.481496,"COMPASS BEHAVIORAL CENTER OF ALEXANDRIA, INC",6410 MASONIC DRIVE,ALEXANDRIA,LA,71301,RAPIDES,(318) 442-3163,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-chs9.w8rs-dsc2,461304,0,,POINT (-111.837215 39.730587),39.730587,-111.837215,CENTRAL VALLEY MEDICAL CENTER - CAH,48 WEST 1500 NORTH,NEPHI,UT,84648,JUAB,(435) 623-3000,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Not Available,5,Not Available,5,Below the national average,,Above the national average,,Not Available,5,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-ahvj_huyh~m44w,200063,0,,POINT (-69.086537 44.144434),44.144434,-69.086537,PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,ROCKPORT,ME,04856,KNOX,(207) 921-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-k7c8~fbew_tsmb,490098,0,,POINT (-78.104106 36.747656),36.747656,-78.104106,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,VA,23970,MECKLENBURG,(434) 447-3151,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-c5ey.7tgp-2iyz,190259,0,,POINT (-92.02802 30.175866),30.175866,-92.02802,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,LAFAYETTE,LA,70508,LAFAYETTE,(337) 769-4100,Acute Care Hospitals,Proprietary,false,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Not Available,5,Not Available,16,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-pxgu.dxxy~hc8w,520075,0,,POINT (-88.013175 44.501039),44.501039,-88.013175,ST VINCENT HOSPITAL,835 S VAN BUREN ST,GREEN BAY,WI,54301,BROWN,(920) 433-0111,Acute Care Hospitals,Voluntary non-profit - Church,true,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-iqeh-tjnf-g9mv,160122,0,,POINT (-91.382067 40.624167),40.624167,-91.382067,FORT MADISON COMMUNITY HOSPITAL,5445 AVE O,FORT MADISON,IA,52627,LEE,(319) 372-6530,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-dvji.ztfu-vequ,263303,0,,POINT (-90.415893 38.7095),38.7095,-90.415893,RANKEN JORDAN PEDIATRIC BRIDGE HOSPITAL,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,63043,ST. LOUIS,(314) 872-6400,Childrens,Voluntary non-profit - Private,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-nye5~c7n8.m9ck,191324,0,,POINT (-90.564133 29.703447),29.703447,-90.564133,OCHSNER ST ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND,LA,70394,LAFOURCHE,(985) 537-8377,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-cdm5.gqxc~vfiz,531307,0,,POINT (-104.191509 42.081765),42.081765,-104.191509,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,82240,GOSHEN,(307) 532-4181,Critical Access Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-eg2b-5945~rjby,431328,1,ROOFTOP,,43.1700926,-97.0818666,PIONEER MEMORIAL HOSPITAL - CAH,315 N WASHINGTON AVE  POST OFFICE BOX 368,VIBORG,SD,57070,TURNER,(605) 326-5161,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-6c8j-ja3g-2qcb,670117,0,,POINT (-95.721737 32.679193),32.679193,-95.721737,TEXAS GENERAL HOSPITAL- VZRMC LP,707 N WALDRIP ST,GRAND SALINE,TX,75140,VAN ZANDT,(903) 962-5200,Acute Care Hospitals,Proprietary,true,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,5,Same as the national average,,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-8tax-6wz7_d86d,361332,0,,POINT (-83.608771 39.221576),39.221576,-83.608771,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,OH,45133,HIGHLAND,(937) 393-6100,Critical Access Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Not Available,16,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-3tmw-fds5_i5r9,394012,0,,POINT (-75.73559 41.484494),41.484494,-75.73559,CLARKS SUMMIT STATE HOSPITAL,1451 HILLSIDE DRIVE,CLARKS SUMMIT,PA,18411,LACKAWANNA,(570) 586-2011,Psychiatric,Government - State,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-nnyh-wp4p~qnyp,170197,0,,POINT (-97.14648 37.72324),37.72324,-97.14648,KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS,67002,BUTLER,(316) 300-4000,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-73rm-mvst~kjin,340129,0,,POINT (-80.852939 35.547748),35.547748,-80.852939,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,IREDELL,(704) 660-4000,Acute Care Hospitals,Proprietary,true,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-pn2x.g2pf.bex6,190086,0,,POINT (-92.633902 32.515281),32.515281,-92.633902,NORTHERN LOUISIANA MEDICAL CENTER,401 EAST VAUGHN AVENUE,RUSTON,LA,71270,LINCOLN,(318) 254-2100,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-6zsa~q4z7~nrdp,221302,0,,POINT (-73.372523 42.191982),42.191982,-73.372523,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,BERKSHIRE,(413) 528-0790,Critical Access Hospitals,Voluntary non-profit - Private,true,5,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-i9xj_phxc~h3r8,390068,0,,POINT (-76.309414 40.134257),40.134257,-76.309414,UPMC LITITZ,1500 HIGHLANDS DRIVE,LITITZ,PA,17543,LANCASTER,(717) 625-5670,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-qum6.2nj9-aisw,420038,0,,POINT (-81.941152 34.479718),34.479718,-81.941152,PRISMA HEALTH LAURENS COUNTY HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,LAURENS,(864) 833-9100,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-ekup.vqie~g6zn,050423,0,,POINT (-114.595479 33.61245),33.61245,-114.595479,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,RIVERSIDE,(760) 922-4115,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Not Available,5,Not Available,5,Same as the national average,,Not Available,16,Below the national average,,Below the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-wyg5~56zu_3ctd,490077,0,,POINT (-78.444855 38.025106),38.025106,-78.444855,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,ALBEMARLE,(434) 654-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
